,0
601,"As the world was left reeling over the interviews, the official Royal Family's social media channels shared a birthday wish for Kate, posting: 'Wishing the Princess of Wales a very happy birthday,' along with the above image"
602,"Prince George of Wales, William, Prince of Wales, Princess Charlotte of Wales, and Catherine, Princess of Wales depart from the 'Together at Christmas' Carol Service at Westminster Abbey"
603,"Singing from the same hymn sheet: (Front row left to right) King Charles III, the Queen Consort, the Prince of Wales, Prince George, Princess Charlotte, the Princess of Wales and the Countess of Wessex during the 'Together at Christmas' Carol Service at Westminster Abbey on Thursday evening"
604,The Princess of Wales' annual carol service at Westminster Abbey took place on the same day as the second instalment of Harry and Meghan's documentary (pictured) aired on Netflix
605,"The royal sighting comes as Netflix films its sixth and final instalment of the saga (pictured: actress Meg Bellamy, who plays Kate Middleton in the final series)"
606,"Prince George (left), nine, and his sister Princess Charlotte (centre), who will turn eight shortly before the ceremony, and Prince Louis (bottom right), who will turn five in April, will attend. The three siblings are pictured last year with their parents the Prince and Princess of Wales"
607,The Prince and Princess of Wales arrive at Westminster Abbey for the Commonwealth Day Service
608,Amazing: Geri has previously worked alongside The Princess of Wales and David Walliams to launch the Commonwealth Essay Competition
609,Royals: Ginger Spice joined Prince William and the Princess of Wales for the annual service
610,"The Princess of Wales, 41, stole the spotlight in a blue £3,000 Erdem outfit and a diamond Prince of Wales Feathers brooch ¿ a sweet gift from King Charles"
611,Royals: Ginger Spice joined Prince William and the Princess of Wales for the annual service
612,Meg Bellamy transformed into Kate Middleton while Ed McVey was seen portraying Prince William as The Crown recreated their time at St Andrews where they met and fell in love
613,"In March 2020, Prince Edward was praised for diffusing any possible tension as he took his seat between the Sussexes and the Prince and Princess of Wales at the Commonwealth Day service that year (pictured)"
614,"Camilla, Queen Consort, Princess of Wales, Sophie and Meghan at Queen Elizabeth II's coffin procession from Buckingham Palace to Westminster Hall in September 2022"
615,The Princess of Wales avoided a wardrobe malfunction as she arrived at the Commonwealth Service at Westminster Abbey today. The stylish mother-of-three opted for a deep navy peplum jacket with matching midi skirt for the annual event
616,Both Camilla and Kate Middleton were clinging onto their fascinators as they arrived at the Commonwealth Day service this afternoon
617,Both Camilla and Kate Middleton were clinging onto their fascinators as they arrived at the Commonwealth Day service this afternoon
618,"The Princess of Wales had to hold onto her large navy hat as she arrived at Westminster Abbey with her husband Prince William, who coordinated his suit to his wife's sophisticated inky peplum co-ord"
619,"The Prince and Princess of Wales appeared in high spirits as they left Westminster Abbey today. Catherine grinned as she held onto her fascinator, which was close to being blown off her head in the windy weather"
620,"Kate Middleton's polished outfit featured a sophisticated matching jacket and skirt featuring peplum detailing across the hemlines and a white floral pattern on an inky navy base. The stylish Princess matched her suede pumps, fascinator and clutch bag in the same navy"
621,The Prince and Princess of Wales watched on with concern and love in their eyes as the King gave the moving speech to guests at the service. The couple sat alongside Queen Consort Camilla
622,"The Prince and Princess of Wales today joined King Charles and the Queen Consort, Princess Anne, and hundreds of dignitaries and schoolchildren for the annual event, which is an important date in the royal calendar"
623,"The Prince and Princess of Wales today joined King Charles and the Queen Consort, Princess Anne, and hundreds of dignitaries and schoolchildren for the annual event, which is an important date in the royal calendar"
624,"The royal family were side-by-side in the front row at Westminster Abbey during the service this afternoon. Princess Anne, Prince Edward, and King Charles III were all in attendance with their partners, including the Prince and Princess of Wales"
625,The Prince and Princess of Wales were wore perfectly coordinated inky navy outfits for today's service at Westminster Abbey. The Pair are pictured here singing a hymn during the service
626,"The Princess of Wales was seated alongside King Charles, the Queen Consort and Prince William inside the church. All four are pictured here in deep reflection, taking a moment of contemplation during the service"
627,"The Princess of Wales followed behind the Queen Consort as they attended the annual service in London today. Sophie, Duchess of Edinburgh followed on behind Kate Middleton as they walked through the Abbey"
628,"Likewise, the Prince and Princess of Wales appeared in high spirits as they also chatted with attendees at the Commonwealth Day service at Westminster Abbey this afternoon"
629,"The Princess of Wales' brown tresses were pulled up into an elegant, ornate up do, under her large navy saucer style hat, which she had to hold onto in the wind"
630,The Princess of Wales was regal in navy as she attended the Commonwealth Day service at Westminster Abbey today
631,The Princess of Wales was regal in navy as she attended the Commonwealth Day service at Westminster Abbey today
632,The Princess of Wales held onto her hat as she arrived at the event for the Commonwealth Service this afternoon
633,The Princess of Wales held onto her hat as she arrived at the event for the Commonwealth Service this afternoon
634,"Declined: Sir Elton John, a close friend of the late Diana, Princess of Wales, has also declined the opportunity to perform"
